"fixture_id","sensor_id","x","y","floor_id","state","current_profile","model_no","manufacturer","type","energy","length","name","morning_profile_id","day_profile_id","evening_profile_id","night_profile_id","morning_profile_weekend","day_profile_weekend","evening_profile_weekend","night_profile_weekend","morning_profile_holiday","day_profile_holiday","evening_profile_holiday","night_profile_holiday","profile_configuration_id"
"198","Sensor72aeca",2866,1041,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"199","Sensor72ae28",3006,1381,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"200","Sensor72ae24",2726,1041,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"201","Sensor72ade0",2868,1383,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"202","Sensor72acea",2588,1271,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"203","Sensor72a268",3006,1268,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"204","Sensor72add2",2868,1155,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"205","Sensor72ad3c",2730,1388,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"206","Sensor72a224",3010,1156,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"219","Sensor72a24c",1021,1176,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"220","Sensor72a22a",878,1085,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"221","Sensor72a68a",1020,1268,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"222","Sensor72a2ee",880,993,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"223","Sensor72a1c8",876,1268,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"224","Sensor72a218",878,896,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"225","Sensor725ae4",1020,993,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"226","Sensor7203be",1018,1083,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"227","Sensor72a250",876,1178,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"228","Sensor7202bc",1020,903,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"231","Sensor72a5c8",1126,1268,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"232","Sensor72a580",1250,1270,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"233","Sensor72a604",1248,1145,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"234","Sensor724338",1376,1270,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"235","Sensor72a234",1126,900,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"236","Sensor72a1e4",1128,1143,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"237","Sensor72a33e",1375,1020,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"238","Sensor72a09a",1250,1025,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"239","Sensor72a476",1376,896,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"240","Sensor72a5f6",1126,1021,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"241","Sensor729f9a",1250,896,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"242","Sensor72a5ca",1375,1143,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"243","Sensor72a9e2",1221,1661,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"244","Sensor72a108",1220,1515,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"245","Sensor723334",1101,1556,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"246","Sensor72ae4e",1098,1660,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"247","Sensor72ae98",986,1813,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"248","Sensor72aed0",988,1666,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"249","Sensor72ae8c",1098,1810,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"250","Sensor72046a",866,1513,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"251","Sensor7223f4",988,1513,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"252","Sensor72114e",868,1665,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"253","Sensor724bf0",868,1811,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"254","Sensor72a01a",730,1810,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"255","Sensor72a13e",731,1661,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"257","Sensor72a226",1173,1831,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"258","Sensor72a60a",1268,1830,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"260","Sensor724b22",1925,1515,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"261","Sensor72a23e",1571,1515,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"262","Sensor726380",2160,1515,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"263","Sensor72a200",1693,1515,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"264","Sensor725e14",1806,1680,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"265","Sensor72a600",2041,1513,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"266","Sensor725d7c",1571,1680,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"267","Sensor72ae18",2043,1678,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"268","Sensor725de4",1688,1680,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"269","Sensor72adc0",1570,1846,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"270","Sensor725dc0",2161,1846,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"271","Sensor72aeac",1921,1681,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"272","Sensor72ae7e",2041,1851,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"273","Sensor72ae08",1926,1843,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"274","Sensor72acb2",1685,1848,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"275","Sensor7243f2",1808,1846,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"276","Sensor72a320",2161,1681,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"278","Sensor72a304",1491,1148,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"279","Sensor72a21e",1491,1026,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"280","Sensor72a15c",1493,905,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"282","Sensor72a03a",1491,1266,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"283","Sensor7249e6",1650,1023,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"284","Sensor72075c",1650,1146,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"285","Sensor72a392",1650,903,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"286","Sensor72a10a",1810,1265,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"287","Sensor72a4e0",1806,905,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"288","Sensor72a4b0",1961,1023,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"289","Sensor724d80",1968,1146,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"290","Sensor72a0d6",1806,1145,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"291","Sensor72a240",1965,1266,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"292","Sensor72a4c0",1651,1265,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"293","Sensor72a434",1965,900,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"294","Sensor72a3e4",2078,965,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"295","Sensor72269c",1805,1025,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"296","Sensor72a38c",2083,1056,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"297","Sensor72a37c",2076,1126,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"298","Sensor72a4dc",2076,893,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"299","Sensor72a64c",2555,981,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"300","Sensor72a4e2",2788,1011,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"301","Sensor71a5d0",2673,923,"4","COMMISSIONED","ECS 83 Classroom","SU-5E","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"302","Sensor7205ea",2791,928,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"303","Sensor72a638",2563,926,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"304","Sensor72a448",2788,1098,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"305","Sensor72a298",2791,1181,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"306","Sensor72a480",2795,1263,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"307","Sensor72a49e",2648,1110,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"308","Sensor72a366",2648,1253,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"309","Sensor72a45c",2535,1248,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"310","Sensor72a5be",2538,1105,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"312","Sensor72a220",2565,1671,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"313","Sensor72a272",2796,1508,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"314","Sensor7203c8",2678,1675,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"315","Sensor72a046",2678,1508,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"316","Sensor72a4ca",2680,1830,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"317","Sensor729fae",2566,1828,"4","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
